district,area,bedrooms,garage,type,rent
Jardim São Francisco (zona Leste),46,2,1,Apartamento,1400
Campos Elíseos,47,1,0,Studio e kitnet,1200
Centro,38,1,0,Studio e kitnet,1524
Barra Funda,27,1,0,Apartamento,1490
Jardim Celeste,52,2,1,Apartamento,1100
Jardim Aida,70,3,0,Casa,2200
Cidade Monções,47,1,1,Apartamento,4600
Cerqueira César,82,2,0,Apartamento,4000
Vila Zilda,29,1,0,Apartamento,2000
Parque Reboucas,47,2,1,Apartamento,3000
Vila Sao Geraldo,50,2,0,Casa,1360
Bela Vista,30,1,0,Studio e kitnet,1328
Cambuci,57,1,0,Apartamento,1750
Aclimação,45,1,0,Apartamento,1600
Bela Vista,25,1,0,Studio e kitnet,1250
Jardim Raposo Tavares,40,1,0,Studio e kitnet,900
Vila Carrao,37,2,0,Apartamento,1500
Quarta Parada,38,1,0,Apartamento,2290
Santa Cecília,96,3,0,Apartamento,3999
Vila Isolina Mazzei,80,2,1,Casa,2100
Jardim Ampliação,38,1,1,Apartamento,3000
Santo Amaro,33,2,0,Apartamento,2400
Vila Leopoldina,40,1,0,Apartamento,1326
Pari,59,2,1,Apartamento,2700
Belenzinho,44,2,0,Apartamento,2200
Bela Vista,24,1,0,Studio e kitnet,1126
Vila Endres,50,2,1,Apartamento,1500
Aclimação,74,2,2,Apartamento,6200
Consolação,37,1,1,Studio e kitnet,2900
Vila Miriam,85,2,2,Casa,1840
Vila Dalila,28,1,0,Casa,1100
Lauzane Paulista,50,1,0,Apartamento,1400
Vila Palmeiras,45,1,1,Casa,1680
Vila São José,40,1,0,Casa,1180
Jardim Paraíso,34,1,1,Apartamento,1645
Jardim Seckler,52,1,0,Apartamento,1035
Campo Belo,30,1,0,Casa,1150
Jardim Cotiana,100,3,2,Casa,2500
Jardim Santo Elias,40,1,0,Casa,1150
Vila Andrade,26,1,0,Studio e kitnet,2910
Barra Funda,30,1,0,Apartamento,2551
Vila Gumercindo,40,1,0,Apartamento,1200
Vila Prudente,27,1,1,Studio e kitnet,2100
Jardim Fonte do Morumbi,72,2,1,Apartamento,5000
Bela Vista,45,2,0,Apartamento,2100
Jardim Ampliação,34,1,1,Studio e kitnet,1606
Vila Santa Catarina,38,1,1,Apartamento,1980
Indianópolis,20,1,0,Apartamento,1493
Sapopemba,18,1,0,Studio e kitnet,1200
Vila Vera,30,1,0,Casa,1062
Brás,58,2,1,Apartamento,3675
Chácara Califórnia,40,1,0,Apartamento,1500
Vila São Luís(zona Oeste),15,1,0,Studio e kitnet,1010
Chácara Santo Antônio (zona Leste),80,3,1,Apartamento,2500
Aclimação,46,2,1,Apartamento,2600
Santana,180,3,2,Casa,4500
Vila Guarani,50,1,2,Apartamento,1790
Vila Euthalia,45,1,0,Casa,1118
Parque Continental Ii,40,1,0,Casa,700
Vila Mariana,38,1,0,Apartamento,3900
Jardim Baruch,82,2,1,Apartamento,1250
Vila Moinho Velho,63,2,2,Apartamento,2800
Carandiru,32,1,0,Apartamento,1500
Liberdade,53,1,0,Apartamento,1324
Bela Vista,41,1,1,Apartamento,3300
Vila Formosa,105,3,2,Apartamento,5000
Bela Vista,32,1,1,Apartamento,1600
Água Branca,50,2,1,Apartamento,1790
Freguesia do Ó,60,2,0,Casa,1150
Butantã,60,2,1,Apartamento,1620
Vila da Saúde,45,1,0,Casa,1500
Vila Carrão,69,2,0,Casa,2280
Vila Prudente,120,3,2,Casa,3840
Bela Vista,20,1,0,Apartamento,2460
Indianópolis,150,3,2,Casa,6200
Super Quadra Morumbi,68,3,2,Apartamento,2172
Centro,39,2,0,Apartamento,2420
Brás,36,2,0,Studio e kitnet,1550
Chácara Belenzinho,49,2,0,Apartamento,8000
Brás,40,1,1,Apartamento,1900
Alto da Lapa,41,1,1,Apartamento,2000
Bela Vista,33,1,0,Apartamento,3000
Vila Matilde,73,2,1,Apartamento,2650
Bela Vista,48,1,0,Studio e kitnet,2300
Vila Buenos Aires,30,1,0,Casa,710
Consolação,45,1,0,Apartamento,2000
Jardim Brasil (zona Sul),23,1,0,Studio e kitnet,1750
Taboão,82,2,1,Casa,1090
Brás,17,1,0,Studio e kitnet,1539
Vila Camilópolis,66,3,1,Apartamento,1300
Vila Ema,53,1,0,Apartamento,1600
Bela Vista,56,2,1,Apartamento,2600
Água Fria,60,2,1,Apartamento,2000
Santa Cecília,40,1,1,Studio e kitnet,1808
Mirandópolis,70,2,1,Apartamento,2300
Cambuci,28,1,0,Apartamento,1400
Vila Serralheiro,30,1,0,Casa,690
Mooca,30,1,0,Apartamento,3000
Vila Ramos,40,1,0,Casa,770
Vila Marari,20,1,0,Studio e kitnet,566
Pinheiros,84,2,1,Apartamento,3990
Jardim Vera Cruz,84,2,0,Apartamento,2876
Centro,40,1,1,Apartamento,1350
Bosque da Saúde,68,2,1,Apartamento,2700
Vila Brasil,40,1,0,Casa,950
Tatuapé,26,1,0,Studio e kitnet,1800
Vila Esperança,40,2,0,Apartamento,1500
Bela Vista,42,1,0,Apartamento,1600
Saúde,30,1,0,Casa em condomínio,900
Jardim Monte Kemel,125,3,2,Casa,4200
Vila Dom Pedro I,27,1,0,Apartamento,2100
Paraíso,32,1,0,Studio e kitnet,3000
Vila Constança,110,2,0,Casa,2600
Vila Brasílio Machado,32,1,0,Casa em condomínio,1550
Pinheiros,38,1,1,Apartamento,2376
Vila São Domingos,60,1,0,Casa,940
Vila Mariza Mazzei,36,1,0,Casa,1000
Liberdade,54,2,1,Apartamento,2200
Vila São Paulo,65,2,1,Apartamento,1500
Tatuapé,26,1,1,Studio e kitnet,3600
Mooca,40,2,0,Studio e kitnet,2200
Jardim Caboré,50,1,1,Apartamento,4000
Vila Santa Catarina,55,2,1,Apartamento,2150
Barra Funda,65,2,2,Apartamento,3000
Vila Nova Cachoeirinha,40,2,0,Casa,1200
Jardim Paulista,60,2,0,Apartamento,3100
Vila Constancia,40,1,0,Casa,1270
Parque Peruche,57,2,1,Casa,1500
Tatuapé,64,3,1,Apartamento,2430
Vila Clementino,230,3,3,Apartamento,12000
Paraisópolis,48,2,1,Apartamento,1260
Mooca,28,1,0,Studio e kitnet,2200
Bela Vista,30,1,0,Apartamento,2400
Chácara Califórnia,47,2,1,Apartamento,2195
Vila Alpina,27,1,0,Apartamento,1460
São Lucas,39,2,0,Apartamento,3500
Santa Maria,50,2,1,Apartamento,2200
Brás,50,2,1,Apartamento,2200
Chácara Belenzinho,49,2,1,Apartamento,8000
Jardim Seckler,27,1,0,Apartamento,885
Indianópolis,40,1,1,Studio e kitnet,1900
Vila Buarque,46,1,0,Apartamento,1200
Vila Mariana,28,1,0,Studio e kitnet,3499
Vila Buarque,39,1,0,Studio e kitnet,2200
Campos Elíseos,30,1,1,Apartamento,750
Jardim Cidália,30,1,0,Apartamento,1250
Bom Retiro,31,1,0,Studio e kitnet,3500
Vila Pereira Barreto,45,1,0,Casa,969
Vila da Saúde,20,1,0,Studio e kitnet,1300
Vila Cruzeiro,60,2,1,Apartamento,4200
Vila Mariana,32,1,0,Studio e kitnet,3000
Consolação,31,1,0,Apartamento,2962
Vila Industrial,48,2,1,Apartamento,1389
Vila Madalena,23,1,1,Studio e kitnet,2500
Vila das Bandeiras,36,2,1,Apartamento,1700
Indianópolis,46,1,1,Apartamento,3300
Saúde,70,3,2,Apartamento,4100
Santa Efigênia,35,1,0,Studio e kitnet,1390
Santa Cecília,40,1,0,Studio e kitnet,1300
Mauá,13,1,0,Casa,800
Vila Congonhas,130,3,2,Casa,5500
Vila Mariana,28,1,0,Studio e kitnet,3300
Ponte Grande,48,2,1,Apartamento,1950
Perdizes,27,1,0,Studio e kitnet,2600
Paraisópolis,36,2,0,Apartamento,1650
Pinheiros,45,1,2,Apartamento,3500
Vila Cordeiro,40,1,1,Apartamento,3500
Vila Suzana,100,2,2,Apartamento,2897
Alto da Mooca,250,3,2,Casa,5900
Vila Santo Estéfano,90,3,2,Apartamento,2099
Jardim Rosa de Franca,77,3,2,Apartamento,2248
Santa Cecilia,79,2,1,Apartamento,3000
Santo Antônio,61,2,1,Apartamento,2300
Vila Formosa,33,2,0,Studio e kitnet,1317
Tucuruvi,55,1,0,Apartamento,1600
Perdizes,25,1,0,Studio e kitnet,2830
Santo Antônio,92,3,1,Apartamento,2300
Jardim Paulista,57,2,1,Apartamento,4600
Vila Madalena,95,1,2,Apartamento,6500
Moema,21,1,0,Studio e kitnet,4100
Vila Maria Alta,50,2,1,Casa,2215
Vila Sofia,59,2,1,Apartamento,2200
Pinheiros,20,1,0,Apartamento,3900
Sumarezinho,24,1,0,Studio e kitnet,3100
Vila Mariana,57,2,0,Apartamento,2462
Jardim Paraíso,67,2,1,Apartamento,1800
República,24,1,0,Studio e kitnet,2600
Vila Mariana,16,1,0,Apartamento,3200
Jardim Bela Vista,160,3,3,Casa,6000
Santo Amaro,87,3,2,Apartamento,3600
Vila Mesquita,124,3,2,Apartamento,2600
Liberdade,36,1,0,Studio e kitnet,1500
Moema,31,1,0,Apartamento,3200
Vila Buarque,36,1,1,Studio e kitnet,5000
Santa Cecilia,260,2,2,Apartamento,6000
Bela Vista,150,2,1,Apartamento,12000
Vila Diva (zona Leste),130,3,3,Apartamento,4500
Butantã,37,1,1,Studio e kitnet,6500
Vila Uberabinha,54,2,1,Apartamento,5000
Jardim Previdência,60,3,1,Apartamento,2100
Jardim Vila Mariana,47,1,1,Apartamento,3500
Vila Campestre,33,1,0,Studio e kitnet,1400
Moema,91,2,2,Apartamento,6500
Campos Elíseos,30,1,0,Studio e kitnet,1300
Bela Vista,44,1,0,Apartamento,1800
Sumarezinho,25,1,0,Studio e kitnet,3570
Vila Monumento,86,2,1,Apartamento,2500
Jardim Novo Santo Amaro,82,3,1,Apartamento,2415
Perdizes,86,3,1,Apartamento,3000
Consolação,24,1,0,Studio e kitnet,3092
Aclimação,100,2,0,Apartamento,3500
Brooklin Paulista,40,1,1,Apartamento,3500
Cerqueira César,92,2,1,Apartamento,4200
Vila Gertrudes,74,2,1,Apartamento,8500
Consolação,83,1,1,Apartamento,4500
Barra Funda,80,2,1,Apartamento,5630
Santa Cecília,243,3,2,Apartamento,7750
Cerqueira César,78,2,1,Apartamento,7400
Pinheiros,80,3,2,Apartamento,5700
Vila Cláudia,96,3,1,Apartamento,1687
Vila Medeiros,70,2,1,Apartamento,1161
Vila Guarani (z Sul),30,1,0,Studio e kitnet,700
Jardim Paulista,27,1,1,Studio e kitnet,3500
Bela Vista,45,1,1,Apartamento,5000
Campos Elíseos,85,2,0,Casa,1597
Jardim Paulista,40,1,1,Apartamento,5100
Jardim Paulista,85,2,1,Apartamento,5500
Vila Progredior,88,2,2,Apartamento,3500
Santa Maria,179,2,2,Casa,3600
Vila Mariana,83,3,2,Apartamento,3500
Indianópolis,90,3,2,Apartamento,6500
Vila Leopoldina,70,2,1,Apartamento,3400
Vila Renata,25,1,0,Studio e kitnet,600
Brás,60,2,1,Apartamento,2200
Vila Aricanduva,52,2,1,Apartamento,1800
Campos Elíseos,54,1,0,Apartamento,1900
Vila Regente Feijó,160,3,3,Apartamento,15000
Vila Anglo Brasileira,102,2,2,Casa,3060
Mooca,150,3,1,Casa,3900
Vila Talarico,40,1,0,Casa,1200
Liberdade,33,1,0,Studio e kitnet,1000
Perdizes,180,3,2,Casa,3950
Vila Maria Alta,60,1,1,Casa,700
Campos Elíseos,32,1,0,Apartamento,950
Vila Aricanduva,140,2,1,Casa em condomínio,3100
Vila Tolstoi,35,1,1,Apartamento,1400
Aclimação,96,2,1,Casa,2701
Sé,62,1,0,Apartamento,1200
Saúde,60,1,1,Casa,900
Brás,75,2,0,Apartamento,1700
Saúde,120,2,1,Casa,1980
Vila Penteado,115,2,2,Casa,2500
Jardim Umarizal,59,2,1,Apartamento,1400
Vila Mariana,70,1,1,Casa,2000
Cambuci,59,1,0,Apartamento,1650
Vila Isolina Mazzei,90,2,2,Casa,1769
Limão,58,2,1,Apartamento,2115
Liberdade,64,1,0,Apartamento,1780
Jardim Clímax,75,1,0,Casa,1000
Vila Guilherme,60,2,2,Casa,1630
Vila Ema,80,2,0,Casa,1887
Bela Vista,36,2,1,Apartamento,2700
Vila Prudente,38,1,0,Casa,1300
Vila Dom Pedro I,39,1,1,Casa em condomínio,1462
Tremembé,50,2,0,Apartamento,1450
Chácara Santo Antônio (zona Leste),95,2,0,Apartamento,2000
Jardim Vergueiro (sacomã),50,2,1,Apartamento,985
Centro Histórico de São Paulo,37,1,0,Studio e kitnet,1125
Sacomã,70,2,1,Apartamento,1590
Vila Vera,60,2,0,Casa,1300
Brás,38,1,0,Apartamento,820
Cambuci,100,3,0,Apartamento,1800
Vila Monumento,51,2,0,Casa,1800
Cangaíba,35,1,0,Studio e kitnet,862
Barra Funda,32,1,0,Apartamento,1600
Liberdade,54,1,0,Apartamento,1650
Vila da Saúde,54,2,2,Apartamento,2800
Vila Aricanduva,60,2,0,Casa,1400
Vila Mariza Mazzei,55,1,0,Casa,1236
Vila Guilhermina,45,2,0,Apartamento,1500
Jardim da Glória,37,1,0,Apartamento,1400
Mooca,50,2,0,Apartamento,3000
Vila Alpina,70,2,2,Casa em condomínio,2760
Jardim Vila Formosa,200,4,4,Casa,2800
Vila Bertioga,65,2,1,Casa,2200
Vila Trabalhista,140,2,2,Casa,1900
Cidade Patriarca,80,2,1,Casa,1380
Vila Moraes,50,1,0,Casa,1200
Vila Invernada,80,2,2,Casa,2210
Mauá,179,3,3,Casa,3300
Aclimação,50,1,0,Apartamento,1650
Parque Jabaquara,199,3,2,Casa,2350
Vila União (zona Leste),70,2,1,Casa em condomínio,1105
Jardim Iracema,42,1,1,Apartamento,1200
Vila Arruda,60,2,0,Casa,1250
Sé,32,1,0,Apartamento,950
Vila Guarani (zona Sul),70,1,0,Casa,1350
Ipiranga,40,1,0,Apartamento,1000
Vila Bancaria,90,2,1,Casa,1500
Liberdade,35,1,0,Apartamento,1590
Vila Mariana,82,2,2,Apartamento,3700
Alto da Mooca,80,2,1,Casa,2300
Cangaiba,40,1,1,Casa,1100
Vila Nova York,35,2,0,Apartamento,1300
Jardim Casablanca,56,2,1,Apartamento,1350
Consolação,25,1,0,Studio e kitnet,2368
Parque Casa de Pedra,40,1,0,Casa em condomínio,1100
Vila Buarque,55,1,0,Apartamento,1600
Lapa,80,2,0,Casa,2000
Vila São Pedro,85,1,0,Casa,1300
Bom Retiro,28,1,1,Studio e kitnet,2074
Jardim Santa Emilia,60,2,1,Casa,1400
Jardim Santa Mena,80,2,1,Apartamento,1700
Cidade Monções,65,2,2,Casa,2165
Campos Elíseos,60,1,0,Apartamento,3100
Utinga,57,2,1,Apartamento,1670
Vila Sônia,64,2,1,Apartamento,4000
Jardim São Paulo,52,1,0,Apartamento,1950
Parque da Mooca,50,1,1,Apartamento,2712
Campos Elíseos,42,1,0,Apartamento,1590
Brás,22,1,0,Studio e kitnet,1180
Centro Histórico de São Paulo,48,1,0,Studio e kitnet,1600
Vila Aricanduva,46,2,0,Apartamento,1800
Brás,26,1,0,Apartamento,1940
Vila Amália (zona Norte),100,2,0,Casa,1500
Bom Retiro,31,1,0,Apartamento,1300
Vila Mariana,115,2,1,Casa,3529
Campo Belo,70,2,1,Casa,2830
Chácara Santo Antônio (zona Leste),56,2,0,Apartamento,1350
Vila Mariana,31,1,0,Studio e kitnet,3000
Campo Belo,44,1,1,Studio e kitnet,2200
Vila Paulistania,65,2,1,Casa,1400
Brooklin Paulista,45,1,1,Apartamento,3510
Vila Brasilândia,75,2,1,Casa,2400
Bela Vista,52,2,1,Apartamento,4300
Parque das Nações,37,1,0,Apartamento,900
Jardim Palmira,55,1,0,Casa,740
Santana,67,2,1,Apartamento,2130
Santa Ifigênia,55,1,0,Apartamento,1250
Jardim Prudência,69,2,1,Casa,2000
Sítio Morro Grande,40,2,1,Apartamento,1100
Vila Baruel,25,1,0,Apartamento,1100
Santo Amaro,79,2,0,Apartamento,1600
Quarta Parada,42,2,0,Apartamento,1480
Santana,25,1,0,Apartamento,2000
Vila Prudente,70,2,1,Casa,1660
Pinheiros,65,2,0,Apartamento,2700
Vila Lageado,145,2,1,Casa,2750
Jardim Moreira,100,2,0,Apartamento,1600
Vila Parque Jabaquara,45,1,0,Apartamento,1800
Jardim Andarai,60,2,1,Apartamento,1500
Bom Retiro,74,2,0,Apartamento,5000
Cidade Patriarca,35,1,0,Casa,830
Jardim Japao,80,2,1,Casa,2070
Barra Funda,35,1,0,Casa,1500
Vila Mariana,117,5,0,Casa,5513
Vila Tramontano,35,1,1,Apartamento,1655
Mooca,50,2,1,Apartamento,1900
Santa Teresinha,40,1,0,Apartamento,1600
Vila Mariana,41,1,1,Apartamento,3300
Centro,39,1,0,Studio e kitnet,1500
República,39,1,0,Apartamento,1400
Belenzinho,52,1,0,Apartamento,1900
Vila Pereira Barreto,30,1,0,Apartamento,730
Bela Vista,37,2,0,Apartamento,3880
Parque São Lucas,55,1,0,Casa,1130
Várzea da Barra Funda,40,2,0,Apartamento,2350
Jardim Celeste,85,2,0,Apartamento,1150
Tatuapé,34,2,0,Apartamento,1700
Santa Cecília,49,1,1,Studio e kitnet,2487
Jardim Mirante,27,1,0,Studio e kitnet,1400
Vila Tolstoi,40,1,0,Studio e kitnet,1436
Vila Fachini,87,2,0,Apartamento,1290
Vila Isolina Mazzei,200,3,4,Casa,4070
Vila Formosa,40,1,0,Studio e kitnet,1410
Tatuapé,24,1,0,Studio e kitnet,1310
Vila Lageado,60,2,1,Casa,2536
Santa Ifigênia,39,1,0,Studio e kitnet,1500
Jardim São Saverio ,40,2,0,Apartamento,1330
Vila Buenos Aires,38,1,0,Apartamento,680
Mooca,53,2,0,Apartamento,1800
Jardim Japão,52,2,0,Casa,1460
Bela Vista,80,2,0,Apartamento,3060
Tatuapé,36,2,0,Apartamento,2040
Chácara Inglesa,100,2,1,Casa,3280
Centro,30,1,0,Studio e kitnet,1751
Vila Andrade,44,1,1,Apartamento,3000
Jardim Umuarama,62,2,1,Apartamento,1850
Vila Matilde,34,1,0,Apartamento,1600
Vila Portugal,49,2,0,Apartamento,1150
Tatuapé,83,2,1,Apartamento,4500
Vila Formosa,41,2,0,Apartamento,1750
Aclimação,33,1,1,Apartamento,1530
Jabaquara,39,1,0,Casa em condomínio,1000
Vila Medeiros,30,1,0,Casa,750
Luz,37,1,0,Apartamento,1360
Tremembé,70,2,0,Casa,1310
Brás,40,1,0,Casa,1700
Água Rasa,22,1,0,Casa em condomínio,777
Vila Isolina Mazzei,40,1,0,Casa,770
Consolação,48,1,1,Apartamento,3650
Vila Suzana,64,2,1,Apartamento,2100
Vila Penteado,55,1,1,Casa,1350
Água Branca,31,1,0,Apartamento,2750
Chácara Belenzinho,120,3,1,Casa,2500
Casa Branca,40,1,1,Casa,700
República,77,1,0,Apartamento,2500
Jardim Maringá,30,1,0,Casa,780
Vila Santa Teresa (zona Sul),46,2,1,Apartamento,1400
Vila Mascote,80,2,1,Casa,2294
Jabaquara,40,1,0,Casa em condomínio,1020
Vila Bremen,54,2,1,Apartamento,1190
Cambuci,60,2,1,Apartamento,2880
Vila Humaitá,55,2,1,Apartamento,1726
Vila São João Batista,30,1,0,Studio e kitnet,850
Vila Nova Conceição,52,1,0,Apartamento,2570
Jardim São Paulo,92,3,2,Apartamento,4700
Vila Industrial,86,2,0,Casa,1900
Picanço,95,2,3,Casa,3100
Cidade Patriarca,95,3,2,Casa,3300
Vila Paulista,59,2,1,Apartamento,2800
Vila Rosália,67,2,1,Apartamento,1995
Consolação,96,2,0,Apartamento,3774
Centro Histórico de São Paulo,36,1,0,Studio e kitnet,1500
Vila Nova Cachoeirinha,49,2,1,Apartamento,1550
Bela Vista,52,1,0,Apartamento,1700
Parque das Nações,50,2,1,Apartamento,1350
Vila Romana,80,3,1,Apartamento,3500
Jardim Santos Dumont,80,2,2,Casa,2350
Parque Panamericano,50,1,0,Casa,840
Jardim Jussara,62,2,1,Apartamento,1610
Jardim São Caetano,87,3,2,Apartamento,4100
Vila Boacava,25,1,0,Casa em condomínio,800
Jardim Monte Azul,32,1,0,Casa,1282
Santa Cecília,40,1,0,Studio e kitnet,1900
Liberdade,35,1,0,Apartamento,1200
Perdizes,54,1,0,Apartamento,2800
Vila Medeiros,59,3,1,Apartamento,2300
Tatuapé,24,1,0,Apartamento,2100
Bela Vista,77,2,0,Apartamento,2150
Jardim Alvorada (zona Oeste),100,2,2,Casa,3000
Americanópolis,65,1,0,Casa,1250
Bela Vista,70,1,0,Apartamento,3100
Jardim Caner,62,2,1,Apartamento,2700
Mooca,54,1,0,Apartamento,1700
Parque Jabaquara,125,3,2,Casa,3300
Vila Nova Mazzei,209,3,3,Casa,4400
Vila Gustavo,35,1,0,Casa,878
Cidade Patriarca,30,1,0,Casa,630
Parque Sao Luis,40,1,0,Studio e kitnet,1158
Centro Histórico de São Paulo,25,1,0,Apartamento,1410
Vila Hebe,44,2,0,Apartamento,1500
Parque Novo Mundo,40,1,0,Casa,700
Centro Histórico de São Paulo,22,1,0,Studio e kitnet,1020
Santo Amaro,33,2,0,Apartamento,3150
Luz,36,1,0,Apartamento,2200
Santa Efigênia,45,1,0,Apartamento,814
Ipiranga,41,1,1,Apartamento,1981
Jardim Centenario,49,2,1,Apartamento,1300
Santa Cecília,43,1,1,Apartamento,2250
Santo Amaro,55,1,0,Apartamento,1350
Campestre,62,3,1,Apartamento,2150
Jardim Prudência,33,1,0,Apartamento,1100
Vila Santana,50,2,0,Casa em condomínio,1375
Vila Buarque,36,1,1,Apartamento,1746
Vila Aurora (zona Norte),40,1,0,Casa,800
Sumarezinho,65,2,0,Apartamento,2500
Vila Industrial,40,1,0,Casa,765
Vila Miriam,80,2,2,Casa,1750
Vila Andrade,85,2,2,Apartamento,1999
Jardim Arizona,80,2,2,Casa,2670
Jardim Libano,32,1,0,Casa,1020
Santa Cecília,77,2,0,Apartamento,1683
Vila Irmaos Arnoni,300,4,3,Casa em condomínio,10000
Vila Cardoso Franco,40,1,0,Casa,610
Vila Mariana,27,1,0,Studio e kitnet,3410
Mooca,29,1,0,Studio e kitnet,2200
Vila São José,31,1,0,Studio e kitnet,860
Vila das Bandeiras,35,2,1,Apartamento,1800
Vila Marieta,15,1,0,Studio e kitnet,990
Jardim Ester,30,1,0,Casa,1200
Mooca,48,2,1,Apartamento,1700
Centro Histórico de São Paulo,26,1,0,Studio e kitnet,2000
Cidade Mãe do Céu,33,2,0,Apartamento,1570
Bela Vista,42,1,0,Apartamento,1750
Vila das Mercês,20,1,0,Apartamento,890
Parque Jabaquara,49,2,0,Apartamento,1604
Jardim Independência,25,1,0,Studio e kitnet,750
Jardim Sao Joao (jaragua),42,2,1,Apartamento,2620
Jardim Casablanca,70,2,0,Casa,2200
Vila Constanca,48,2,1,Apartamento,2000
Vila Laís,80,3,0,Casa,2087
Barra Funda,27,1,0,Casa,1390
Vila Progredior,51,1,0,Apartamento,2300
Parque Bristol,42,2,1,Apartamento,1600
Jardim Maristela,48,1,0,Casa,900
Vila Santa Teresa (zona Sul),49,2,1,Apartamento,1500
República,21,1,0,Studio e kitnet,2430
Freguesia do Ó,29,1,0,Apartamento,1100
Vila Camilopolis,66,2,2,Casa,2600
Jardim Aeroporto,48,2,1,Apartamento,2500
Jardim Denise,40,1,0,Casa,1100
Vila Babilônia,100,4,2,Casa,3000
Bela Vista,96,1,2,Apartamento,3950
Santana,42,1,2,Studio e kitnet,1925
Vila Parque Jabaquara,50,2,1,Apartamento,1780
Ipiranga,39,1,2,Apartamento,3200
Vila Assunção,73,2,2,Apartamento,4379
Lapa de Baixo,38,1,0,Studio e kitnet,1500
Barra Funda,53,2,1,Apartamento,2200
Jardim do Tiro,30,1,0,Studio e kitnet,1430
Vila Mariana,23,1,0,Studio e kitnet,3250
Vila Fachini,62,2,1,Apartamento,1197
Vila Gomes,86,3,3,Apartamento,3400
Vila Gertrudes,89,1,1,Apartamento,6000
República,44,1,0,Apartamento,1100
Vila Matilde,43,2,0,Apartamento,2600
Santo Amaro,40,1,0,Apartamento,2000
Cambuci,45,2,0,Apartamento,1955
Jardim Ivana,30,1,0,Studio e kitnet,990
Perdizes,86,2,1,Apartamento,2500
Taboão,80,2,0,Casa,1258
Vila Regente Feijó,34,2,0,Apartamento,1660
Taboão,45,2,0,Casa,1040
Vila Andrade,55,2,2,Apartamento,2800
Bela Vista,41,1,1,Apartamento,2000
Bela Vista,74,2,1,Apartamento,2900
Tatuapé,82,3,1,Apartamento,3620
Tremembé,50,2,0,Casa,900
Vila Nova Cachoeirinha,65,2,0,Casa,1380
Jaraguá,44,2,0,Apartamento,1200
Água Branca,70,3,1,Apartamento,4500
Cidade Ademar,74,3,1,Apartamento,1800
Consolação,31,1,0,Apartamento,2500
Vila Babilônia,60,2,1,Apartamento,1417
Sumarezinho,32,1,0,Studio e kitnet,3700
Jardim Independência,25,1,0,Studio e kitnet,730
Jardim Maristela,45,1,0,Casa,800
Parque Reboucas,58,1,1,Apartamento,1800
Vila Andrade,224,3,4,Apartamento,7000
Jardim Caravelas,110,1,2,Apartamento,9000
Vila Parque Jabaquara,80,3,0,Apartamento,2300
Jardim Paraíso,40,1,1,Apartamento,2200
Vila Gertrudes,96,1,2,Apartamento,5800
Vila Clementino,55,2,1,Apartamento,4600
Vila Mazzei,56,3,1,Apartamento,2440
Freguesia do Ó,57,2,1,Apartamento,1785
Parque Sao Luis,39,1,0,Studio e kitnet,1158
Vila Cruzeiro,120,5,1,Casa,3358
Santo Amaro,54,2,1,Apartamento,3600
Pinheiros,58,1,1,Apartamento,4500
Vila Alpina,56,2,0,Apartamento,2000
Vila Nova Conceição,45,1,1,Apartamento,3580
Paraisópolis,36,2,1,Apartamento,1750
Liberdade,42,2,0,Apartamento,1600
Jardim Maria Duarte,21,1,0,Studio e kitnet,1200
Jardim Leonor,80,2,1,Apartamento,4950
Vila Gomes,62,3,2,Apartamento,2335
Jardim Taquaral,36,2,1,Apartamento,3400
Jardim Iva,45,2,0,Apartamento,2000
Vila Constança,50,1,0,Apartamento,1330
Real Parque,35,1,1,Apartamento,3500
Pinheiros,35,1,1,Studio e kitnet,3800
Paulicéia,59,2,2,Apartamento,5000
Vila Andrade,180,3,2,Casa,6000
Mooca,88,2,1,Apartamento,2500
Vila Penteado,60,2,0,Casa,1210
Cidade Mãe do Céu,22,1,0,Studio e kitnet,1900
Santa Ifigênia,32,1,0,Studio e kitnet,650
Vila Mariana,31,1,0,Studio e kitnet,2620
Bortolândia,60,2,1,Casa,2125
Americanópolis,45,1,0,Casa,800
Vila Sofia,79,2,1,Apartamento,2244
Belenzinho,43,2,1,Apartamento,1957
Limão,50,2,1,Apartamento,2640
Cidade Monções,65,2,1,Apartamento,4500
Vila Nova Mazzei,84,2,2,Casa,2850
Vila Clementino,30,1,0,Studio e kitnet,1350
Vila Madalena,70,2,1,Apartamento,6200
Parque Sevilha,37,2,0,Apartamento,1400
Vila Santo Estéfano,30,1,0,Casa,880
Campos Elíseos,30,1,0,Studio e kitnet,3300
Indianópolis,70,2,1,Apartamento,2350
Vila Campestre,52,2,1,Apartamento,2310
Vila América,168,3,2,Casa,5000
Bosque da Saúde,93,2,1,Apartamento,3750
Vila Buarque,24,1,0,Studio e kitnet,2230
Vila Água Funda,30,1,0,Casa,883
Sé,32,1,0,Apartamento,1380
Mirandópolis,69,1,2,Apartamento,5500
Campos Elíseos,32,1,1,Apartamento,1581
Chácara Inglesa,52,1,1,Apartamento,2500
Vila Dalila,43,2,0,Apartamento,2400
Paraíso,23,1,0,Apartamento,3010
Pinheiros,107,3,1,Apartamento,4000
Vila Pereira Barreto,74,3,2,Apartamento,2900
Jardim Paulista,68,2,1,Apartamento,4000
Centro Histórico de São Paulo,36,1,0,Studio e kitnet,1200
Indianópolis,55,2,2,Apartamento,3200
